cbsa_code,cbsa_name,year,total_housing_units,occupied_units,vacant_units,owner_occupied,renter_occupied,avg_household_size,median_hh_income,median_home_value,median_gross_rent,acs_type,dq_flag
19100,Dallas-Fort Worth-Arlington,2006,1108203.0,1041710.0,66493.0,645860.0,395850.0,2.5,43495.0,260548.0,906.0,1yr,
19100,Dallas-Fort Worth-Arlington,2007,1146326.0,1077546.0,68780.0,668078.0,409468.0,2.5,44840.0,233787.0,934.0,1yr,
19100,Dallas-Fort Worth-Arlington,2008,1177789.0,1107121.0,70668.0,686415.0,420706.0,2.5,46227.0,205550.0,963.0,1yr,
19100,Dallas-Fort Worth-Arlington,2009,1194574.0,1122899.0,71675.0,696197.0,426702.0,2.5,47657.0,185325.0,992.0,1yr,
19100,Dallas-Fort Worth-Arlington,2010,1210614.0,1210614.0,0.0,750580.0,460034.0,2.5,49130.0,175143.0,1023.0,1yr,
19100,Dallas-Fort Worth-Arlington,2011,1231503.0,1231503.0,0.0,763531.0,467972.0,2.5,50650.0,167014.0,1055.0,1yr,
19100,Dallas-Fort Worth-Arlington,2012,1261788.0,1261788.0,0.0,782308.0,479480.0,2.5,52217.0,174340.0,1087.0,1yr,
19100,Dallas-Fort Worth-Arlington,2013,1294713.0,1294713.0,0.0,802722.0,491991.0,2.5,53831.0,198186.0,1121.0,1yr,
19100,Dallas-Fort Worth-Arlington,2014,1330740.0,1330740.0,0.0,825058.0,505682.0,2.5,55496.0,219995.0,1156.0,1yr,
19100,Dallas-Fort Worth-Arlington,2015,1381224.0,1381224.0,0.0,856358.0,524866.0,2.5,57213.0,240275.0,1191.0,1yr,
19100,Dallas-Fort Worth-Arlington,2016,1430449.0,1430449.0,0.0,886878.0,543571.0,2.5,58982.0,252076.0,1228.0,1yr,
19100,Dallas-Fort Worth-Arlington,2017,1485830.0,1485830.0,0.0,921214.0,564616.0,2.5,60806.0,271157.0,1266.0,1yr,
19100,Dallas-Fort Worth-Arlington,2018,1542401.0,1542401.0,0.0,956288.0,586113.0,2.5,62687.0,271065.0,1305.0,1yr,
19100,Dallas-Fort Worth-Arlington,2019,1598142.0,1598142.0,0.0,990848.0,607294.0,2.5,64626.0,279012.0,1346.0,1yr,
19100,Dallas-Fort Worth-Arlington,2020,1660370.0,1660370.0,0.0,1029429.0,630941.0,2.5,66655.5,311352.5,1388.0,interpolated,IMPUTED_VALUE
19100,Dallas-Fort Worth-Arlington,2021,1722598.0,1722598.0,0.0,1068010.0,654588.0,2.5,68685.0,343693.0,1430.0,1yr,
19100,Dallas-Fort Worth-Arlington,2022,1792340.0,1792340.0,0.0,1111250.0,681090.0,2.5,70810.0,359643.0,1475.0,1yr,
19100,Dallas-Fort Worth-Arlington,2023,1852977.0,1852977.0,0.0,1148845.0,704132.0,2.5,73000.0,337847.0,1520.0,1yr,
19100,Dallas-Fort Worth-Arlington,2024,1917072.0,1917072.0,0.0,1188584.0,728488.0,2.5,75257.0,345206.0,1567.0,1yr,
19740,Denver-Aurora-Lakewood,2005,551310.0,518231.0,33079.0,321303.0,196928.0,2.5,47392.0,384903.0,987.0,1yr,
19740,Denver-Aurora-Lakewood,2006,566860.0,532848.0,34012.0,330365.0,202483.0,2.5,48857.0,405784.0,1017.0,1yr,
19740,Denver-Aurora-Lakewood,2007,578864.0,544132.0,34732.0,337361.0,206771.0,2.5,50368.0,358617.0,1049.0,1yr,
19740,Denver-Aurora-Lakewood,2008,585898.0,550744.0,35154.0,341461.0,209283.0,2.5,51926.0,328195.0,1081.0,1yr,
19740,Denver-Aurora-Lakewood,2009,588606.0,553289.0,35317.0,343039.0,210250.0,2.5,53532.0,279171.0,1115.0,1yr,
19740,Denver-Aurora-Lakewood,2010,592170.0,592170.0,0.0,367145.0,225025.0,2.5,55188.0,257614.0,1149.0,1yr,
19740,Denver-Aurora-Lakewood,2011,597234.0,597234.0,0.0,370285.0,226949.0,2.5,56895.0,253417.0,1185.0,1yr,
19740,Denver-Aurora-Lakewood,2012,608818.0,608818.0,0.0,377467.0,231351.0,2.5,58654.0,270368.0,1221.0,1yr,
19740,Denver-Aurora-Lakewood,2013,621980.0,621980.0,0.0,385627.0,236353.0,2.5,60468.0,306707.0,1259.0,1yr,
19740,Denver-Aurora-Lakewood,2014,635411.0,635411.0,0.0,393954.0,241457.0,2.5,62338.0,341699.0,1298.0,1yr,
19740,Denver-Aurora-Lakewood,2015,651196.0,651196.0,0.0,403741.0,247455.0,2.5,64266.0,360020.0,1338.0,1yr,
19740,Denver-Aurora-Lakewood,2016,670312.0,670312.0,0.0,415593.0,254719.0,2.5,66254.0,379785.0,1380.0,1yr,
19740,Denver-Aurora-Lakewood,2017,690153.0,690153.0,0.0,427894.0,262259.0,2.5,68303.0,413922.0,1422.0,1yr,
19740,Denver-Aurora-Lakewood,2018,709069.0,709069.0,0.0,439622.0,269447.0,2.5,70416.0,441286.0,1467.0,1yr,
19740,Denver-Aurora-Lakewood,2019,725757.0,725757.0,0.0,449969.0,275788.0,2.5,72594.0,445033.0,1512.0,1yr,
19740,Denver-Aurora-Lakewood,2020,747561.5,747561.5,0.0,463487.5,284074.0,2.5,74873.5,491828.0,1559.5,interpolated,IMPUTED_VALUE
19740,Denver-Aurora-Lakewood,2021,769366.0,769366.0,0.0,477006.0,292360.0,2.5,77153.0,538623.0,1607.0,1yr,
19740,Denver-Aurora-Lakewood,2022,789460.0,789460.0,0.0,489465.0,299995.0,2.5,79540.0,570981.0,1657.0,1yr,
19740,Denver-Aurora-Lakewood,2023,807383.0,807383.0,0.0,500577.0,306806.0,2.5,82000.0,513411.0,1708.0,1yr,
19740,Denver-Aurora-Lakewood,2024,820632.0,820632.0,0.0,508791.0,311841.0,2.5,84536.0,522141.0,1761.0,1yr,
24340,Grand Rapids-Kentwood,2005,233015.0,219034.0,13981.0,135801.0,83233.0,2.5,35832.0,181237.0,746.0,1yr,
24340,Grand Rapids-Kentwood,2006,236467.0,222278.0,14189.0,137812.0,84466.0,2.5,36941.0,187219.0,769.0,1yr,
24340,Grand Rapids-Kentwood,2007,238627.0,224309.0,14318.0,139071.0,85238.0,2.5,38083.0,174603.0,793.0,1yr,
24340,Grand Rapids-Kentwood,2008,239736.0,225351.0,14385.0,139717.0,85634.0,2.5,39261.0,148973.0,817.0,1yr,
24340,Grand Rapids-Kentwood,2009,240364.0,225942.0,14422.0,140084.0,85858.0,2.5,40475.0,136660.0,843.0,1yr,
24340,Grand Rapids-Kentwood,2010,241059.0,241059.0,0.0,149456.0,91603.0,2.5,41727.0,126828.0,869.0,1yr,
24340,Grand Rapids-Kentwood,2011,241950.0,241950.0,0.0,150009.0,91941.0,2.5,43018.0,118275.0,896.0,1yr,
24340,Grand Rapids-Kentwood,2012,243350.0,243350.0,0.0,150877.0,92473.0,2.5,44348.0,126908.0,923.0,1yr,
24340,Grand Rapids-Kentwood,2013,245006.0,245006.0,0.0,151903.0,93103.0,2.5,45720.0,142520.0,952.0,1yr,
24340,Grand Rapids-Kentwood,2014,247472.0,247472.0,0.0,153432.0,94040.0,2.5,47134.0,155626.0,981.0,1yr,
24340,Grand Rapids-Kentwood,2015,250404.0,250404.0,0.0,155250.0,95154.0,2.5,48592.0,174082.0,1012.0,1yr,
24340,Grand Rapids-Kentwood,2016,254322.0,254322.0,0.0,157679.0,96643.0,2.5,50094.0,180779.0,1043.0,1yr,
24340,Grand Rapids-Kentwood,2017,258360.0,258360.0,0.0,160183.0,98177.0,2.5,51644.0,191113.0,1075.0,1yr,
24340,Grand Rapids-Kentwood,2018,261512.0,261512.0,0.0,162137.0,99375.0,2.5,53241.0,205325.0,1109.0,1yr,
24340,Grand Rapids-Kentwood,2019,265030.0,265030.0,0.0,164318.0,100712.0,2.5,54888.0,206246.0,1143.0,1yr,
24340,Grand Rapids-Kentwood,2020,268008.5,268008.5,0.0,166164.5,101844.0,2.5,56611.5,225592.0,1179.0,interpolated,IMPUTED_VALUE
24340,Grand Rapids-Kentwood,2021,270987.0,270987.0,0.0,168011.0,102976.0,2.5,58335.0,244938.0,1215.0,1yr,
24340,Grand Rapids-Kentwood,2022,274528.0,274528.0,0.0,170207.0,104321.0,2.5,60140.0,260632.0,1252.0,1yr,
24340,Grand Rapids-Kentwood,2023,277482.0,277482.0,0.0,172038.0,105444.0,2.5,62000.0,245791.0,1291.0,1yr,
24340,Grand Rapids-Kentwood,2024,280534.0,280534.0,0.0,173931.0,106603.0,2.5,63917.0,244576.0,1331.0,1yr,
25540,Hartford-East Hartford-Middletown,2005,242816.0,228246.0,14570.0,141512.0,86734.0,2.5,41612.0,192192.0,866.0,1yr,
25540,Hartford-East Hartford-Middletown,2006,243220.0,228626.0,14594.0,141748.0,86878.0,2.5,42899.0,196863.0,893.0,1yr,
25540,Hartford-East Hartford-Middletown,2007,243468.0,228859.0,14609.0,141892.0,86967.0,2.5,44226.0,190127.0,921.0,1yr,
25540,Hartford-East Hartford-Middletown,2008,243484.0,228874.0,14610.0,141901.0,86973.0,2.5,45594.0,162442.0,949.0,1yr,
25540,Hartford-East Hartford-Middletown,2009,243289.0,228691.0,14598.0,141788.0,86903.0,2.5,47004.0,142043.0,979.0,1yr,
25540,Hartford-East Hartford-Middletown,2010,243044.0,243044.0,0.0,150687.0,92357.0,2.5,48457.0,133326.0,1009.0,1yr,
25540,Hartford-East Hartford-Middletown,2011,242827.0,242827.0,0.0,150552.0,92275.0,2.5,49956.0,130603.0,1040.0,1yr,
25540,Hartford-East Hartford-Middletown,2012,242727.0,242727.0,0.0,150490.0,92237.0,2.5,51501.0,136506.0,1072.0,1yr,
25540,Hartford-East Hartford-Middletown,2013,242749.0,242749.0,0.0,150504.0,92245.0,2.5,53094.0,158089.0,1106.0,1yr,
25540,Hartford-East Hartford-Middletown,2014,242895.0,242895.0,0.0,150594.0,92301.0,2.5,54736.0,173449.0,1140.0,1yr,
25540,Hartford-East Hartford-Middletown,2015,243144.0,243144.0,0.0,150749.0,92395.0,2.5,56429.0,184216.0,1175.0,1yr,
25540,Hartford-East Hartford-Middletown,2016,243346.0,243346.0,0.0,150874.0,92472.0,2.5,58174.0,195584.0,1211.0,1yr,
25540,Hartford-East Hartford-Middletown,2017,243626.0,243626.0,0.0,151048.0,92578.0,2.5,59973.0,206865.0,1249.0,1yr,
25540,Hartford-East Hartford-Middletown,2018,243914.0,243914.0,0.0,151226.0,92688.0,2.5,61828.0,217047.0,1288.0,1yr,
25540,Hartford-East Hartford-Middletown,2019,244190.0,244190.0,0.0,151397.0,92793.0,2.5,63741.0,222916.0,1327.0,1yr,
25540,Hartford-East Hartford-Middletown,2020,244661.5,244661.5,0.0,151689.5,92972.0,2.5,65742.5,246850.5,1369.0,interpolated,IMPUTED_VALUE
25540,Hartford-East Hartford-Middletown,2021,245133.0,245133.0,0.0,151982.0,93151.0,2.5,67744.0,270785.0,1411.0,1yr,
25540,Hartford-East Hartford-Middletown,2022,245579.0,245579.0,0.0,152258.0,93321.0,2.5,69840.0,288816.0,1455.0,1yr,
25540,Hartford-East Hartford-Middletown,2023,247920.0,247920.0,0.0,153710.0,94210.0,2.5,72000.0,263373.0,1500.0,1yr,
25540,Hartford-East Hartford-Middletown,2024,249871.0,249871.0,0.0,154920.0,94951.0,2.5,74226.0,259524.0,1546.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2005,1042075.0,979550.0,62525.0,607321.0,372229.0,2.5,39300.0,209016.0,818.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2006,1106106.0,1039739.0,66367.0,644638.0,395101.0,2.5,40516.0,222903.0,844.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2007,1162368.0,1092625.0,69743.0,677427.0,415198.0,2.5,41769.0,200949.0,870.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2008,1199728.0,1127744.0,71984.0,699201.0,428543.0,2.5,43061.0,174617.0,897.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2009,1222918.0,1149542.0,73376.0,712716.0,436826.0,2.5,44392.0,149756.0,924.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2010,1246224.0,1246224.0,0.0,772658.0,473566.0,2.5,45765.0,141175.0,953.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2011,1273043.0,1273043.0,0.0,789286.0,483757.0,2.5,47181.0,139941.0,982.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2012,1310920.0,1310920.0,0.0,812770.0,498150.0,2.5,48640.0,148343.0,1013.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2013,1356196.0,1356196.0,0.0,840841.0,515355.0,2.5,50144.0,166487.0,1044.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2014,1412890.0,1412890.0,0.0,875991.0,536899.0,2.5,51695.0,182840.0,1076.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2015,1463451.0,1463451.0,0.0,907339.0,556112.0,2.5,53294.0,198976.0,1110.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2016,1502899.0,1502899.0,0.0,931797.0,571102.0,2.5,54942.0,214236.0,1144.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2017,1540291.0,1540291.0,0.0,954980.0,585311.0,2.5,56642.0,225852.0,1180.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2018,1591392.0,1591392.0,0.0,986663.0,604729.0,2.5,58393.0,247305.0,1216.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2019,1648382.0,1648382.0,0.0,1021996.0,626386.0,2.5,60199.0,236016.0,1254.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2020,1711216.0,1711216.0,0.0,1060953.5,650262.5,2.5,62090.0,258096.5,1293.0,interpolated,IMPUTED_VALUE
26420,Houston-The Woodlands-Sugar Land,2021,1774050.0,1774050.0,0.0,1099911.0,674139.0,2.5,63981.0,280177.0,1332.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2022,1842222.0,1842222.0,0.0,1142177.0,700045.0,2.5,65960.0,305323.0,1374.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2023,1904031.0,1904031.0,0.0,1180499.0,723532.0,2.5,68000.0,287954.0,1416.0,1yr,
26420,Houston-The Woodlands-Sugar Land,2024,1962568.0,1962568.0,0.0,1216792.0,745776.0,2.5,70103.0,286691.0,1460.0,1yr,
26900,Indianapolis-Carmel-Anderson,2005,396312.0,372533.0,23779.0,230970.0,141563.0,2.5,34677.0,166722.0,722.0,1yr,
26900,Indianapolis-Carmel-Anderson,2006,406240.0,381865.0,24375.0,236756.0,145109.0,2.5,35749.0,175822.0,744.0,1yr,
26900,Indianapolis-Carmel-Anderson,2007,413255.0,388459.0,24796.0,240844.0,147615.0,2.5,36855.0,162322.0,767.0,1yr,
26900,Indianapolis-Carmel-Anderson,2008,418951.0,393813.0,25138.0,244164.0,149649.0,2.5,37995.0,138761.0,791.0,1yr,
26900,Indianapolis-Carmel-Anderson,2009,423361.0,397959.0,25402.0,246734.0,151225.0,2.5,39170.0,121979.0,816.0,1yr,
26900,Indianapolis-Carmel-Anderson,2010,428053.0,428053.0,0.0,265392.0,162661.0,2.5,40381.0,117163.0,841.0,1yr,
26900,Indianapolis-Carmel-Anderson,2011,432170.0,432170.0,0.0,267945.0,164225.0,2.5,41630.0,113904.0,867.0,1yr,
26900,Indianapolis-Carmel-Anderson,2012,435974.0,435974.0,0.0,270303.0,165671.0,2.5,42918.0,124472.0,894.0,1yr,
26900,Indianapolis-Carmel-Anderson,2013,442720.0,442720.0,0.0,274486.0,168234.0,2.5,44245.0,137857.0,921.0,1yr,
26900,Indianapolis-Carmel-Anderson,2014,449258.0,449258.0,0.0,278539.0,170719.0,2.5,45613.0,157644.0,950.0,1yr,
26900,Indianapolis-Carmel-Anderson,2015,456477.0,456477.0,0.0,283015.0,173462.0,2.5,47024.0,162841.0,979.0,1yr,
26900,Indianapolis-Carmel-Anderson,2016,462806.0,462806.0,0.0,286939.0,175867.0,2.5,48478.0,165943.0,1009.0,1yr,
26900,Indianapolis-Carmel-Anderson,2017,470297.0,470297.0,0.0,291584.0,178713.0,2.5,49978.0,180200.0,1041.0,1yr,
26900,Indianapolis-Carmel-Anderson,2018,477597.0,477597.0,0.0,296110.0,181487.0,2.5,51524.0,192536.0,1073.0,1yr,
26900,Indianapolis-Carmel-Anderson,2019,485593.0,485593.0,0.0,301067.0,184526.0,2.5,53117.0,193636.0,1106.0,1yr,
26900,Indianapolis-Carmel-Anderson,2020,495947.5,495947.5,0.0,307487.0,188460.5,2.5,54785.5,211397.0,1141.0,interpolated,IMPUTED_VALUE
26900,Indianapolis-Carmel-Anderson,2021,506302.0,506302.0,0.0,313907.0,192395.0,2.5,56454.0,229158.0,1176.0,1yr,
26900,Indianapolis-Carmel-Anderson,2022,517892.0,517892.0,0.0,321093.0,196799.0,2.5,58200.0,245420.0,1212.0,1yr,
26900,Indianapolis-Carmel-Anderson,2023,528598.0,528598.0,0.0,327730.0,200868.0,2.5,60000.0,224926.0,1250.0,1yr,
26900,Indianapolis-Carmel-Anderson,2024,538668.0,538668.0,0.0,333974.0,204694.0,2.5,61855.0,236685.0,1288.0,1yr,
27260,Jacksonville,2005,337060.0,316836.0,20224.0,196438.0,120398.0,2.5,35832.0,222292.0,746.0,1yr,
27260,Jacksonville,2006,352045.0,330922.0,21123.0,205171.0,125751.0,2.5,36941.0,232971.0,769.0,1yr,
27260,Jacksonville,2007,361474.0,339785.0,21689.0,210666.0,129119.0,2.5,38083.0,209301.0,793.0,1yr,
27260,Jacksonville,2008,367255.0,345219.0,22036.0,214035.0,131184.0,2.5,39261.0,188327.0,817.0,1yr,
27260,Jacksonville,2009,370922.0,348666.0,22256.0,216172.0,132494.0,2.5,40475.0,162589.0,843.0,1yr,
27260,Jacksonville,2010,373615.0,373615.0,0.0,231641.0,141974.0,2.5,41727.0,156354.0,869.0,1yr,
27260,Jacksonville,2011,376588.0,376588.0,0.0,233484.0,143104.0,2.5,43018.0,149963.0,896.0,1yr,
27260,Jacksonville,2012,382556.0,382556.0,0.0,237184.0,145372.0,2.5,44348.0,156329.0,923.0,1yr,
27260,Jacksonville,2013,388700.0,388700.0,0.0,240994.0,147706.0,2.5,45720.0,175740.0,952.0,1yr,
27260,Jacksonville,2014,395234.0,395234.0,0.0,245045.0,150189.0,2.5,47134.0,197493.0,981.0,1yr,
27260,Jacksonville,2015,403506.0,403506.0,0.0,250173.0,153333.0,2.5,48592.0,218758.0,1012.0,1yr,
27260,Jacksonville,2016,413707.0,413707.0,0.0,256498.0,157209.0,2.5,50094.0,229543.0,1043.0,1yr,
27260,Jacksonville,2017,425005.0,425005.0,0.0,263503.0,161502.0,2.5,51644.0,231876.0,1075.0,1yr,
27260,Jacksonville,2018,438594.0,438594.0,0.0,271928.0,166666.0,2.5,53241.0,255637.0,1109.0,1yr,
27260,Jacksonville,2019,451481.0,451481.0,0.0,279918.0,171563.0,2.5,54888.0,262022.0,1143.0,1yr,
27260,Jacksonville,2020,469248.5,469248.5,0.0,290933.5,178315.0,2.5,56611.5,284554.5,1179.0,interpolated,IMPUTED_VALUE
27260,Jacksonville,2021,487016.0,487016.0,0.0,301949.0,185067.0,2.5,58335.0,307087.0,1215.0,1yr,
27260,Jacksonville,2022,507701.0,507701.0,0.0,314774.0,192927.0,2.5,60140.0,321126.0,1252.0,1yr,
27260,Jacksonville,2023,525776.0,525776.0,0.0,325981.0,199795.0,2.5,62000.0,315161.0,1291.0,1yr,
27260,Jacksonville,2024,538953.0,538953.0,0.0,334150.0,204803.0,2.5,63917.0,302602.0,1331.0,1yr,
28140,Kansas City,2005,444867.0,418174.0,26693.0,259267.0,158907.0,2.5,37566.0,176943.0,782.0,1yr,
28140,Kansas City,2006,455971.0,428612.0,27359.0,265739.0,162873.0,2.5,38728.0,185181.0,806.0,1yr,
28140,Kansas City,2007,462428.0,434682.0,27746.0,269502.0,165180.0,2.5,39926.0,165034.0,831.0,1yr,
28140,Kansas City,2008,466328.0,438348.0,27980.0,271775.0,166573.0,2.5,41161.0,141285.0,857.0,1yr,
28140,Kansas City,2009,468498.0,440388.0,28110.0,273040.0,167348.0,2.5,42434.0,131453.0,884.0,1yr,
28140,Kansas City,2010,470040.0,470040.0,0.0,291424.0,178616.0,2.5,43746.0,120678.0,911.0,1yr,
28140,Kansas City,2011,472116.0,472116.0,0.0,292711.0,179405.0,2.5,45099.0,116175.0,939.0,1yr,
28140,Kansas City,2012,475751.0,475751.0,0.0,294965.0,180786.0,2.5,46494.0,123112.0,968.0,1yr,
28140,Kansas City,2013,481729.0,481729.0,0.0,298671.0,183058.0,2.5,47932.0,140843.0,998.0,1yr,
28140,Kansas City,2014,488349.0,488349.0,0.0,302776.0,185573.0,2.5,49415.0,157834.0,1029.0,1yr,
28140,Kansas City,2015,495662.0,495662.0,0.0,307310.0,188352.0,2.5,50943.0,167247.0,1061.0,1yr,
28140,Kansas City,2016,504295.0,504295.0,0.0,312662.0,191633.0,2.5,52518.0,175542.0,1094.0,1yr,
28140,Kansas City,2017,512433.0,512433.0,0.0,317708.0,194725.0,2.5,54143.0,183130.0,1127.0,1yr,
28140,Kansas City,2018,520954.0,520954.0,0.0,322991.0,197963.0,2.5,55817.0,199153.0,1162.0,1yr,
28140,Kansas City,2019,528628.0,528628.0,0.0,327749.0,200879.0,2.5,57544.0,208597.0,1198.0,1yr,
28140,Kansas City,2020,537815.0,537815.0,0.0,333445.0,204370.0,2.5,59351.0,220167.0,1236.0,interpolated,IMPUTED_VALUE
28140,Kansas City,2021,547002.0,547002.0,0.0,339141.0,207861.0,2.5,61158.0,231737.0,1274.0,1yr,
28140,Kansas City,2022,556393.0,556393.0,0.0,344963.0,211430.0,2.5,63050.0,257393.0,1313.0,1yr,
28140,Kansas City,2023,562381.0,562381.0,0.0,348676.0,213705.0,2.5,65000.0,240210.0,1354.0,1yr,
28140,Kansas City,2024,569872.0,569872.0,0.0,353320.0,216552.0,2.5,67010.0,236995.0,1396.0,1yr,
29820,Las Vegas-Henderson-Paradise,2005,566779.0,532772.0,34007.0,330318.0,202454.0,2.5,34677.0,271111.0,722.0,1yr,
29820,Las Vegas-Henderson-Paradise,2006,596834.0,561023.0,35811.0,347834.0,213189.0,2.5,35749.0,289102.0,744.0,1yr,
29820,Las Vegas-Henderson-Paradise,2007,618021.0,580939.0,37082.0,360182.0,220757.0,2.5,36855.0,261122.0,767.0,1yr,
29820,Las Vegas-Henderson-Paradise,2008,628580.0,590865.0,37715.0,366336.0,224529.0,2.5,37995.0,229459.0,791.0,1yr,
29820,Las Vegas-Henderson-Paradise,2009,632838.0,594867.0,37971.0,368817.0,226050.0,2.5,39170.0,203761.0,816.0,1yr,
29820,Las Vegas-Henderson-Paradise,2010,636899.0,636899.0,0.0,394877.0,242022.0,2.5,40381.0,193165.0,841.0,1yr,
29820,Las Vegas-Henderson-Paradise,2011,640659.0,640659.0,0.0,397208.0,243451.0,2.5,41630.0,189285.0,867.0,1yr,
29820,Las Vegas-Henderson-Paradise,2012,646469.0,646469.0,0.0,400810.0,245659.0,2.5,42918.0,199521.0,894.0,1yr,
29820,Las Vegas-Henderson-Paradise,2013,653382.0,653382.0,0.0,405096.0,248286.0,2.5,44245.0,217715.0,921.0,1yr,
29820,Las Vegas-Henderson-Paradise,2014,661640.0,661640.0,0.0,410216.0,251424.0,2.5,45613.0,247015.0,950.0,1yr,
29820,Las Vegas-Henderson-Paradise,2015,670421.0,670421.0,0.0,415661.0,254760.0,2.5,47024.0,257728.0,979.0,1yr,
29820,Las Vegas-Henderson-Paradise,2016,681937.0,681937.0,0.0,422800.0,259137.0,2.5,48478.0,282525.0,1009.0,1yr,
29820,Las Vegas-Henderson-Paradise,2017,693909.0,693909.0,0.0,430223.0,263686.0,2.5,49978.0,290141.0,1041.0,1yr,
29820,Las Vegas-Henderson-Paradise,2018,704015.0,704015.0,0.0,436489.0,267526.0,2.5,51524.0,303896.0,1073.0,1yr,
29820,Las Vegas-Henderson-Paradise,2019,715831.0,715831.0,0.0,443815.0,272016.0,2.5,53117.0,322018.0,1106.0,1yr,
29820,Las Vegas-Henderson-Paradise,2020,728843.0,728843.0,0.0,451882.5,276960.5,2.5,54785.5,346964.5,1141.0,interpolated,IMPUTED_VALUE
29820,Las Vegas-Henderson-Paradise,2021,741855.0,741855.0,0.0,459950.0,281905.0,2.5,56454.0,371911.0,1176.0,1yr,
29820,Las Vegas-Henderson-Paradise,2022,752901.0,752901.0,0.0,466798.0,286103.0,2.5,58200.0,419857.0,1212.0,1yr,
29820,Las Vegas-Henderson-Paradise,2023,763953.0,763953.0,0.0,473650.0,290303.0,2.5,60000.0,366169.0,1250.0,1yr,
29820,Las Vegas-Henderson-Paradise,2024,776552.0,776552.0,0.0,481462.0,295090.0,2.5,61855.0,373181.0,1288.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2005,1351722.0,1270618.0,81104.0,787783.0,482835.0,2.5,46236.0,523548.0,963.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2006,1379547.0,1296774.0,82773.0,803999.0,492775.0,2.5,47666.0,541794.0,993.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2007,1401033.0,1316970.0,84063.0,816521.0,500449.0,2.5,49140.0,499759.0,1023.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2008,1411875.0,1327162.0,84713.0,822840.0,504322.0,2.5,50660.0,437007.0,1055.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2009,1415573.0,1330638.0,84935.0,824995.0,505643.0,2.5,52226.0,389318.0,1088.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2010,1422136.0,1422136.0,0.0,881724.0,540412.0,2.5,53842.0,370682.0,1121.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2011,1432243.0,1432243.0,0.0,887990.0,544253.0,2.5,55507.0,346078.0,1156.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2012,1445294.0,1445294.0,0.0,896082.0,549212.0,2.5,57224.0,381947.0,1192.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2013,1465476.0,1465476.0,0.0,908595.0,556881.0,2.5,58993.0,414965.0,1229.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2014,1487270.0,1487270.0,0.0,922107.0,565163.0,2.5,60818.0,470825.0,1267.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2015,1515582.0,1515582.0,0.0,939660.0,575922.0,2.5,62699.0,523246.0,1306.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2016,1542126.0,1542126.0,0.0,956118.0,586008.0,2.5,64638.0,530343.0,1346.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2017,1567724.0,1567724.0,0.0,971988.0,595736.0,2.5,66637.0,549671.0,1388.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2018,1591886.0,1591886.0,0.0,986969.0,604917.0,2.5,68698.0,601248.0,1431.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2019,1616995.0,1616995.0,0.0,1002536.0,614459.0,2.5,70823.0,621776.0,1475.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2020,1640712.5,1640712.5,0.0,1017241.0,623471.5,2.5,73047.5,658236.5,1521.5,interpolated,IMPUTED_VALUE
31080,Los Angeles-Long Beach-Anaheim,2021,1664430.0,1664430.0,0.0,1031946.0,632484.0,2.5,75272.0,694697.0,1568.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2022,1691673.0,1691673.0,0.0,1048837.0,642836.0,2.5,77600.0,762052.0,1616.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2023,1716979.0,1716979.0,0.0,1064526.0,652453.0,2.5,80000.0,692223.0,1666.0,1yr,
31080,Los Angeles-Long Beach-Anaheim,2024,1738617.0,1738617.0,0.0,1077942.0,660675.0,2.5,82474.0,708383.0,1718.0,1yr,
